exp,smiles,mol_id
1.64,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,CHEMBL878
2.94,Cn1cnc(c2ccccc2)c1C#Cc3ccnc(N)n3,CHEMBL499864
3.1,CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,CHEMBL1610495
1.0,CN1CC(C1)n2nccc2c3cc(Cl)ccc3Oc4cc(F)c(cc4F)S(=O)(=O)Nc5ncns5,CHEMBL2325622
4.1,Oc1ccc(Nc2nc(cs2)c3ccc(cc3)C#N)cc1,CHEMBL1081627
2.09,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL198497
2.74,Cc1ccc(cc1)S(=O)(=O)c2ccccc2,CHEMBL453261
2.4,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(F)cc4,CHEMBL2325987
2.52,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCCCC4,CHEMBL518760
1.01,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,CHEMBL1917444
1.21,CC(NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,CHEMBL1916281
2.18,Cc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,CHEMBL1917418
3.4,Clc1cccc(NC(=O)c2ccccn2)c1,CHEMBL556667
1.73,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O,CHEMBL1481
3.0,Clc1ccc(cc1)c2oc(cc2)C(=O)N(Cc3ccccn3)c4ccc(cc4)N5CCNCC5,CHEMBL1938681
2.18,O=C1NC=Nc2scc(c3cccs3)c12,CHEMBL559696
4.02,CC(C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cncn6C)c3C1=O,CHEMBL2087853
3.6,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,CHEMBL567
1.4,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ncccc5s4,CHEMBL2071095
2.3,Nc1ccccc1NC(=O)c2ccc(cc2)c3nccs3,CHEMBL256711
3.7,CCN1CCOc2cc(COc3ccccc3)cnc12,CHEMBL1682830
1.39,Nc1ncc([nH]1)c2ccc(F)cc2,CHEMBL1649771
2.87,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc5ccccn5,CHEMBL402553
3.2,COc1ccc(cn1)c2ccc3nc(N)sc3c2,CHEMBL1645105
2.08,COc1ccc(cc1)c2ccnc(N)n2,CHEMBL2023704
2.66,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ccccc5c4C3,CHEMBL2164682
3.3,NC(=O)NC(=O)C(Nc1ccc2CCCc2c1)c3ccccc3,CHEMBL1734492
2.35,COc1cc2nnc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,CHEMBL1683038
1.0,CS(=O)(=O)Cc1cc(nc(n1)c2cccc(CO)c2)N3CCOCC3,CHEMBL2030443
0.52,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C#N,CHEMBL213495
3.24,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,CHEMBL1483
2.4,CCOc1ccc2nc(N)sc2c1,CHEMBL565755
2.78,N(c1ccccc1)c2ccnc3ccccc23,CHEMBL1644358
1.6,C[C@]12N[C@H](Cc3ccccc13)c4ccccc24,CHEMBL284237
1.93,COc1cc(ccc1Cn2ccc3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5,CHEMBL79537
2.55,NC1=NN(CC1)c2cccc(c2)C(F)(F)F,CHEMBL274642
-0.03,O[C@@H](CNCCCOCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,CHEMBL1807872
2.96,CC(C)(C(=O)Nc1oc(nn1)C(=O)Nc2ccc(cc2)N3CCOCC3)c4ccc(Cl)cc4,CHEMBL2036737
3.79,Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(Cl)cc3,CHEMBL1347379
2.5,c1ccc(nc1)c2nc3ccccc3[nH]2,CHEMBL72683
3.65,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccnc4,CHEMBL1946017
1.38,OC(=O)CO[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,CHEMBL1083642
3.5,COc1cc(CCc2cc(Nc3ccnc(NCc4ccccn4)n3)n[nH]2)cc(OC)c1,CHEMBL2088259
-0.04,[O-][N+](=O)c1cc(ccc1NCCSc2ccccc2)S(=O)(=O)NC(=O)c3ccc(cc3)N4CCNCC4,CHEMBL202314
1.54,Nc1cc(nc2ccc(Nc3cc(nc(N)n3)c4ccc(cc4)C(F)(F)F)cc12)c5ccc(F)cc5,CHEMBL2152074
3.19,Fc1cnc(NC(=O)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,CHEMBL499520
1.28,NC(=N)SCc1ccc(Cl)c(Cl)c1,CHEMBL1229059
1.7,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,CHEMBL1444
3.6,Cc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,CHEMBL218713
1.5,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,CHEMBL205627
0.82,Oc1ncc(NCc2ccccc2)c(O)n1,CHEMBL1871428
1.8,COc1cc(ccc1Nc2ccccc2C(=O)O)c3ccc(Nc4ccccc4C(=O)O)c(OC)c3,CHEMBL1340633
3.38,COc1cc(cc(OC)c1OC)C(=O)c2cc(Cl)ccc2N,CHEMBL8953
1.58,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncccc3C#N,CHEMBL257176
2.88,CN(C)CC1CCn2c(C1)c(C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45)c6ccccc26,CHEMBL95925
3.06,COc1ccc2cc(CCC(=O)C)ccc2c1,CHEMBL1070
2.67,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4,CHEMBL2169908
1.49,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(Cc3ccccc3)C2,CHEMBL1950721
1.5,Oc1ccc(NC(=O)c2ccc(O)cc2)cc1,CHEMBL333685
3.58,COC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2cccc3ccccc23,CHEMBL33227
2.87,COc1cc(ccc1Nc2ncc3N(C)C(=O)CCN(C4CCCCC4)c3n2)C(=O)NC5CCN(C)CC5,CHEMBL1706173
2.39,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N)n2,CHEMBL488084
-0.84,Cc1ccc(OCC(=O)O)c(c1)n2nc3ccccc3n2,CHEMBL1535688
3.6,C[C@@H]1CNc2c(sc3ccc4nc(ccc4c23)c5ccc(C)nc5)C(=O)N1,CHEMBL1231206
3.7,CC1=C(Cc2ccccc2)C(=O)n3nc(NCc4ccc(Cl)cc4)nc3N1,CHEMBL1718949
0.9,Fc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,CHEMBL1824043
3.2,N(c1ccccc1)c2ccccc2,CHEMBL38688
4.24,CSCCC(NC(=O)c1ccccc1)c2nc3ccccc3n2Cc4ccc(cc4)C#N,CHEMBL1770475
3.33,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C,CHEMBL2086684
2.5,Oc1cccc2ccccc12,CHEMBL122617
3.14,CCN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2,CHEMBL1513816
1.61,COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)[C@@H]5COCCN5)c4,CHEMBL2326624
1.66,COc1ccc2c(c1)cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3,CHEMBL340450
1.61,NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,CHEMBL1223873
1.66,C[C@H](N)C(=O)N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2,CHEMBL1242565
0.07,CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc12,CHEMBL2031168
3.22,C(Sc1nc2cccnc2[nH]1)c3ccccc3,CHEMBL1405928
4.5,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F,CHEMBL62136
2.26,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,CHEMBL1087399
-0.92,CCN(CC)CCNC(=O)c1ccc(N)cc1,CHEMBL640
1.74,CC(C)Oc1cc(OCCc2ccsc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,CHEMBL373339
2.63,O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c4C(=O)c5ccccc5C(=O)c24)c6C(=O)c7ccccc7C(=O)c16)c8ccccc8,CHEMBL1995326
3.49,COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2Br,CHEMBL184347
1.5,COc1ccccc1CN[C@H]2CCCN[C@H]2c3ccccc3,CHEMBL441225
0.07,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC4CC4)c1,CHEMBL1258166
2.38,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3cc(C)nc(C)c3)C(=O)C(F)(F)F,CHEMBL113187
3.41,COCCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,CHEMBL73243
-1.15,CN[C@@H](C)[C@H](O)c1ccccc1,CHEMBL211456
3.75,FC(F)(F)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,CHEMBL2163586
0.6,OC(=O)[C@H](Cc1ccc(OCCNc2nc3ccccc3[nH]2)cc1)NC(=O)c4c(Cl)cccc4Cl,CHEMBL2031164
-0.58,COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,CHEMBL406852
1.69,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Cl)c2,CHEMBL1172928
2.67,CCN(C1CCN(CCC(N2CCN(CC2)c3ccccc3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,CHEMBL1951893
-0.1,CN1CCN(CC1)C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N,CHEMBL2164675
1.33,Fc1ccc(cc1Cl)C2CNCC=CC2,CHEMBL2326686
3.36,Clc1cc(Cl)cc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,CHEMBL1209655
1.9,CN1CCC(CC1)(c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5)S(=O)(=O)C,CHEMBL2325707
3.14,C[C@@H](NC(=O)c1cccnc1Oc2ccccc2)c3ccccc3,CHEMBL188369
2.12,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C(=O)NC1=O,CHEMBL2331749
1.93,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(C)cc(C)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951916
1.45,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,CHEMBL1950854
0.92,COC(=O)COc1ccc(O)cc1,CHEMBL47406
-0.4,C(=C\c1nn[nH]n1)/c2ccccc2,CHEMBL403963
2.83,CN(C)CCC=C1c2ccccc2C=Cc3ccccc13,CHEMBL669
1.26,Oc1ccc(CCNCCCCCCNC(=O)Nc2ccccc2)c3sc(O)nc13,CHEMBL109244
-1.1,CC1SC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CCNCC4,CHEMBL345937
0.89,COc1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,CHEMBL2171040
2.8,O[C@H]([C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(=O)N4C[C@@H](O)[C@@H](O)C4,CHEMBL2104888
1.4,CCOc1ccc(cc1)N2C(=O)c3cccnc3N=C2[C@@H](C)N(CC4CCN(C)CC4)C(=O)Cc5ccc(F)c(c5)C(F)(F)F,CHEMBL1077827
3.07,CC1(C)Cc2c(c3ccccc3)c(c(CC(=O)O)n2C1)c4ccc(Cl)cc4,CHEMBL300982
2.87,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Oc3cccc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,CHEMBL219098
3.85,Fc1ccccc1COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4,CHEMBL1824606
2.57,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,CHEMBL1218
2.5,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3,CHEMBL121
2.54,Oc1ccc(CC(=O)c2ccc(O)cc2O)cc1,CHEMBL193200
2.66,Clc1cccc(Cl)c1c2nnc3cccc(Cl)n23,CHEMBL1433131
1.24,CNCCCN1c2ccccc2CCc3ccccc13,CHEMBL72
-0.3,C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,CHEMBL2179269
-0.07,O[C@@H](CNCCc1cccc(CNCCc2ccccn2)c1)c3ccc(O)c4NC(=O)Sc34,CHEMBL1945033
1.6,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3ccc(c3)C#N,CHEMBL147405
2.6,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3ccccc3)N4CCOCC4,CHEMBL2325713
0.39,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4ccc5OCC(=O)Nc5n4)[C@H](O)C3)c2c1,CHEMBL2164746
1.14,Clc1ccc(cc1)S(=O)(=O)Nc2nnc(s2)c3ccccc3,CHEMBL1523918
1.3,CN1SC(=O)c2cc(ccc12)S(=O)(=O)NC3CC3,CHEMBL1529080
3.1,COc1ccc(cc1OC)c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2,CHEMBL291666
1.8,CN([C@@H]1CCN(Cc2ccc(nc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,CHEMBL2010849
0.9,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,CHEMBL611
2.6,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(C)n4,CHEMBL2086692
2.2,COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,CHEMBL81642
2.1,CCCc1c(O)c(ccc1OCc2ccc(cc2)C(=O)O)C(=O)C,CHEMBL167059
2.88,Clc1ccc(c(Cl)c1)c2nnc3cccc(Cl)n23,CHEMBL1329874
2.44,CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)NCCOC)n2,CHEMBL485618
0.75,ONC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,CHEMBL98345
1.6,CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-],CHEMBL1088
0.44,Nc1ccnc(n1)c2cccnc2,CHEMBL168484
2.7,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)N)CC3,CHEMBL2178935
1.9,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CCCC4)c5ccccn5,CHEMBL1184126
2.42,Cc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1,CHEMBL526098
2.33,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,CHEMBL601719
0.9,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,CHEMBL1784340
4.28,Cc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3,CHEMBL130590
1.98,CN1CCN(CC1)C(=O)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,CHEMBL1946616
0.79,CC1(C)N=C(N)N=C(N)N1c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2,CHEMBL588001
3.7,COc1ccc(cc1)n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc23,CHEMBL1459983
2.48,OC(=O)c1ccccc1CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,CHEMBL2158831
3.2,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCN(CC4)C(=O)C)ncc2C#N,CHEMBL2348651
1.86,Fc1cc(cc(F)c1CN2CCOCC2)c3cccc4ncc(nc34)c5cnn(c5)C6CCNCC6,CHEMBL1092926
0.01,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4cccnc4,CHEMBL1829254
0.4,OC(=O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,CHEMBL24850
1.73,OC(=O)c1ccccc1C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,CHEMBL2171023
2.97,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]c(C)n4,CHEMBL2059867
3.78,CCc1c(C)nc(SCC(=O)Nc2nc(cs2)c3ccc(OC)cc3)nc1O,CHEMBL1299863
0.63,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4,CHEMBL2165054
2.7,Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,CHEMBL2017974
3.22,OC(=O)CCc1ccc(OCc2cc(Cl)ccc2c3ccccc3)cc1,CHEMBL2058529
0.8,COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,CHEMBL612012
3.19,CNC(=O)c1cc(sc1NC(=O)N)c2ccccc2,CHEMBL488238
3.6,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC2C(=O)N(C)c3ccccc3c4ccccc24,CHEMBL421236
1.47,C[C@H](NC(=O)c1cccc2CCN(Cc3ccc(Cl)cc3)c12)c4ccc(cc4)C(=O)O,CHEMBL1645135
4.4,CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(OC(F)(F)F)cc4)c1C,CHEMBL1813048
3.12,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(F)cc2)C(F)(F)F,CHEMBL336923
-0.15,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,CHEMBL850
3.82,Cc1sc2c(C(=N[C@@H](CC(=O)OC(C)(C)C)c3nnc(C)n23)c4ccc(Cl)cc4)c1C,CHEMBL1957266
1.6,CSc1ccc(OCc2ccccc2)c(c1)C(=O)Nc3ccc(cn3)C(=O)O,CHEMBL372361
4.1,Oc1ccc(cc1)c2nc3ccccc3s2,CHEMBL47875
2.85,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2Cl)n[nH]1,CHEMBL1650737
1.87,Clc1cccc(NNC(=O)c2cccnc2Cl)c1,CHEMBL1462105
4.13,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c3ccc(O)cc3,CHEMBL419763
2.1,CCc1c(C(=O)C(=O)N)c2c(OCC(=O)N)cccc2n1Cc3ccccc3,CHEMBL149434
2.31,Nc1cccc2C(=O)C(=O)c3ccccc3c12,CHEMBL49236
0.23,COc1ccc2cc(ccc2c1)C(C)C(=O)O,CHEMBL12952
3.02,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cccnc3)CC2)c4ccc(cc4)C(=O)N5CCC5,CHEMBL1939752
1.9,C1NC(Cc2ccccc12)c3ccccc3,CHEMBL21342
0.67,CCN(CC)S(=O)(=O)c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F,CHEMBL1778623
-0.2,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,CHEMBL1004
0.33,NCCc1ccc(O)c2nc(O)sc12,CHEMBL17357
2.09,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c3cccnc13,CHEMBL39058
3.2,CN(C)CC(O)COc1ccc(Nc2nccc(n2)N(CC#C)c3cc(Cl)ccc3Cl)cc1,CHEMBL322019
2.23,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,CHEMBL472
3.71,OCC(=O)N1CCC[C@@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,CHEMBL249927
1.18,CCN(CC)C(C)C(=O)c1ccccc1,CHEMBL1194666
2.7,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc3cccc(OC)c3,CHEMBL443239
2.54,Oc1cc(nc2ccccc12)c3ccccc3,CHEMBL277148
2.0,Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,CHEMBL242818
4.2,FC(F)(F)c1cc(COCC(N2CCNCC2)c3cccc(Cl)c3)cc(c1)C(F)(F)F,CHEMBL419742
4.26,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(c4)N(C)C)ccc3Cl)c2cc1OC,CHEMBL187007
3.58,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc23,CHEMBL2147150
1.56,CC(C)NC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4,CHEMBL2031466
3.27,C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4,CHEMBL1080151
0.3,OC(=O)c1ccc(cc1)c2nnn(Cc3ccccc3F)n2,CHEMBL1567984
-0.97,CC(C)NCC(O)COc1nccs1,CHEMBL2111158
1.93,CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,CHEMBL1224286
0.99,CC(C)NCC(O)COc1ccccc1CC=C,CHEMBL266195
2.71,CC(=O)Nc1ccc2c(c1)c(cn2CCO)c3cc(NC4CC4)n5ncc(C#N)c5n3,CHEMBL2062582
-1.36,OC(=O)c1ccccc1O,CHEMBL424
2.94,Cn1cnc(c2ccccc2)c1c3cc4c(N)ncnc4s3,CHEMBL1079428
0.44,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CHEMBL782
0.91,CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,CHEMBL2179275
3.6,COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,CHEMBL385240
3.76,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1,CHEMBL1835912
1.18,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC34CC5CC(CC(C5)C3)C4,CHEMBL564366
3.11,OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13,CHEMBL430381
2.76,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)C#N)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL198758
2.32,C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c3ccccc3,CHEMBL109614
2.0,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,CHEMBL101473
1.72,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCC(C3)C(=O)O,CHEMBL2153188
3.51,C[C@@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N,CHEMBL351231
3.5,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3)c2cc1OC,CHEMBL517544
3.21,Brc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,CHEMBL1209736
2.71,Oc1ccccc1CCC(=O)Nc2ccccc2,CHEMBL1927707
2.63,C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C)[C@@H]2C,CHEMBL254129
0.79,NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13,CHEMBL315985
1.8,Nc1nnc(s1)c2ccccc2,CHEMBL1529362
4.23,Fc1ccc(C2CCN(CC2)C(=S)COCc3ccncc3)c(Cl)c1,CHEMBL1289682
-0.73,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,CHEMBL1539
3.25,C[C@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N,CHEMBL180368
2.53,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,CHEMBL1650723
0.9,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccsc4,CHEMBL226905
2.28,CCN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2,CHEMBL1323247
4.2,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,CHEMBL2349335
3.48,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3,CHEMBL1626
1.9,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4,CHEMBL195329
3.53,CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3,CHEMBL1384203
3.38,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(C)cc4)c3)C2)C(=O)NC1=O,CHEMBL2179289
2.23,CCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,CHEMBL1800657
3.01,O=C1N=C(NCc2ccccc2)SN1Cc3ccccc3,CHEMBL259081
3.37,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3c4ccccc4Oc5ccccc35,CHEMBL2207226
1.29,OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24,CHEMBL1230165
-0.6,NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1,CHEMBL902
3.38,CN(CCO)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,CHEMBL1939738
1.9,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(c3)C(F)(F)F)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951918
